PAS gene loc
chimp179018 KIAA1841 intron
human180402 KIAA1841 cds
human180404 KIAA1841 cds
human180406 KIAA1841 utr3
human180411 C2orf74 utr5
human180412 C2orf74 intron
human180413 C2orf74 intron
human180416 C2orf74 intron
human180417 C2orf74 intron
human180418 C2orf74 cds
human180420 C2orf74 utr3
human180421 C2orf74 utr3
human180423 C2orf74 end
human180424 AHSA2P utr5
human180425 AHSA2P utr5
human180427 AHSA2P utr5
chimp179049 AHSA2P utr5
human180431 AHSA2P utr5
human180435 USP34 utr3
human180533 USP34 cds
human180594 XPO1 utr3
human180595 XPO1 utr3
human180613 XPO1 cds
human180642 XPO1 cds
human180647 XPO1 cds
human180674 FAM161A utr3
human180676 FAM161A utr3
human180677 FAM161A utr3
human180681 FAM161A utr3
human180682 FAM161A utr3
human180683 FAM161A utr3
human180684 FAM161A utr3
human180686 FAM161A utr3
human180687 FAM161A utr3
human180688 FAM161A utr3
human180690 CCT4 utr3
human180691 CCT4 utr3
human180692 CCT4 utr3
human180699 CCT4 cds
chimp179267 CCT4 cds
human180711 CCT4 intron
human180712 CCT4 intron
human180799 COMMD1 utr3
chimp179313 COMMD1 utr3
human180826 B3GNT2 intron
chimp179336 MIR5192 end
human180831 MIR5192 end
human180832 MIR5192 end
human180834 B3GNT2 intron
human180837 B3GNT2 cds
human180839 B3GNT2 cds
human180840 B3GNT2 utr3
human180843 B3GNT2 utr3
human180844 B3GNT2 end
human180891 EHBP1 intron
human181010 EHBP1 cds
human181018 EHBP1 cds
human181112 WDPCP intron
human181114 WDPCP intron
human181116 WDPCP intron
human181164 MDH1 utr3
human181173 UGP2 utr5
human181183 UGP2 intron
human181184 UGP2 intron
human181186 UGP2 cds
human181208 UGP2 intron
human181209 UGP2 utr3
human181211 VPS54 utr3
human181212 VPS54 utr3
human181217 VPS54 intron
human181245 VPS54 intron
human181277 VPS54 intron
human181292 PELI1 utr3
human181308 PELI1 cds
human181344 PELI1 intron
chimp179792 PELI1 intron
human181348 PELI1 intron
human181357 PELI1 intron
chimp179804 PELI1 utr5
human181389 LOC100507006 utr5
human181391 LOC100507006 intron
human181401 LOC100507006 intron
human181402 LOC100507006 intron
human181404 LOC100507006 utr5
human181407 LOC100507006 end
human181487 MIR4434 end
human181488 MIR4434 end
human181490 MIR4434 end
human181491 MIR4434 end
human181492 MIR4434 end
chimp179855 MIR4434 end
human181494 AFTPH intron
human181498 AFTPH intron
human181503 AFTPH intron
human181506 AFTPH cds
human181507 AFTPH cds
human181519 AFTPH intron
human181520 AFTPH intron
human181532 AFTPH cds
human181536 AFTPH utr3
human181539 AFTPH utr3
human181545 SERTAD2 utr3
human181602 SERTAD2 intron
human181603 SERTAD2 intron
human181632 LINC01800 end
human181633 LINC01800 utr3
human181634 LINC01800 utr3
human181635 LINC01800 utr3
human181641 LINC01800 intron
human181642 LINC01800 intron
human181644 LINC01800 intron
human181645 LINC01800 intron
human181647 LINC01800 intron
human181683 LINC02245 utr3
human181704 LINC02245 intron
chimp180089 LINC02245 intron
human181716 LINC02245 intron
human181717 LINC02245 intron
human181728 LINC02245 intron
human181741 LINC02245 utr3
human181763 LOC107984063 intron
chimp180135 LOC107984063 intron
human181793 LOC107984063 intron
human181797 SLC1A4 utr3
chimp180179 SLC1A4 utr3
human181801 SLC1A4 utr3
human181807 LOC107984063 intron
human181810 LOC107984063 intron
human181812 LOC107984063 utr3
human181815 CEP68 intron
human181819 CEP68 cds
human181822 CEP68 cds
chimp180202 CEP68 cds
human181825 CEP68 end
human181829 CEP68 end
human181835 CEP68 utr3
chimp180213 CEP68 utr3
human181837 CEP68 utr3
human181844 RAB1A utr3
human181905 ACTR2 cds
chimp180277 ACTR2 cds
human181941 ACTR2 utr3
human181943 ACTR2 utr3
chimp180327 SPRED2 intron
human181961 SPRED2 intron
human181980 SPRED2 intron
human181981 SPRED2 intron
human181982 SPRED2 intron
human181984 SPRED2 intron
human181993 SPRED2 intron
human182001 SPRED2 intron
human182009 ETAA1 utr5
human182011 ETAA1 cds
human182014 ETAA1 cds
chimp180386 ETAA1 cds
human182020 ETAA1 cds
human182025 ETAA1 utr3
human182026 ETAA1 utr3
human182027 ETAA1 utr3
human182028 C1D utr3
human182033 C1D intron
chimp180404 C1D intron
human182034 C1D intron
human182035 C1D intron
human182036 C1D intron
human182039 C1D intron
human182044 C1D intron
human182047 C1D intron
human182055 WDR92 utr3
human182056 WDR92 utr3
human182065 WDR92 intron
chimp180429 WDR92 intron
human182069 WDR92 intron
chimp180432 WDR92 intron
human182071 WDR92 intron
human182072 WDR92 intron
human182074 PNO1 cds
chimp180438 PNO1 cds
chimp180439 PNO1 cds
human182081 PNO1 intron
human182084 PNO1 utr3
human182087 PNO1 utr3
human182088 PNO1 utr3
human182089 PNO1 utr3
human182093 PPP3R1 utr3
human182111 PPP3R1 intron
human182122 PPP3R1 intron
human182167 PPP3R1 intron
human182168 PPP3R1 intron
chimp180529 PLEK cds
human182200 PLEK cds
human182201 PLEK cds
human182228 PLEK utr3
human182239 APLF intron
human182243 APLF intron
human182249 APLF intron
human182250 APLF cds
human182253 APLF intron
human182256 APLF intron
human182261 APLF cds
human182299 GFPT1 utr3
human182300 GFPT1 utr3
human182302 GFPT1 utr3
human182303 GFPT1 utr3
chimp180637 GFPT1 intron
human182348 GFPT1 intron
human182353 GFPT1 intron
human182357 NFU1 utr3
human182359 NFU1 intron
human182360 NFU1 utr3
human182369 AAK1 utr3
human182443 AAK1 intron
human182482 ANXA4 intron
human182511 ANXA4 intron
human182529 ANXA4 utr3
human182532 ANXA4 utr3
human182535 ANXA4 end
human182540 GMCL1 intron
chimp180821 GMCL1 intron
human182541 GMCL1 intron
human182544 GMCL1 intron
human182549 GMCL1 intron
human182550 GMCL1 intron
human182552 GMCL1 utr3
human182555 GMCL1 utr3
human182558 SNRNP27 cds
human182559 SNRNP27 intron
human182560 SNRNP27 intron
human182563 SNRNP27 utr3
human182565 SNRNP27 utr3
human182566 SNRNP27 utr3
human182574 MXD1 cds
human182581 MXD1 intron
human182584 MXD1 cds
human182585 MXD1 cds
human182587 MXD1 utr3
human182588 MXD1 utr3
human182595 PCBP1-AS1 intron
human182607 PCBP1-AS1 intron
human182612 PCBP1-AS1 intron
human182622 PCBP1-AS1 intron
human182623 PCBP1-AS1 intron
human182646 PCBP1 cds
human182647 PCBP1 cds
human182651 PCBP1 utr3
human182664 C2orf42 utr3
human182665 C2orf42 intron
human182666 C2orf42 intron
human182671 C2orf42 intron
human182673 TIA1 utr3
human182674 TIA1 utr3
human182675 TIA1 utr3
human182676 TIA1 utr3
human182697 TIA1 utr3
human182709 TIA1 intron
human182711 PCYOX1 cds
chimp180952 PCYOX1 cds
human182714 PCYOX1 cds
human182718 PCYOX1 cds
human182728 PCYOX1 utr3
chimp180967 SNRPG utr3
human182730 SNRPG utr3
human182731 SNRPG end
human182732 SNRPG cds
human182733 SNRPG intron
human182735 SNRPG intron
human182737 FAM136A end
human182738 FAM136A utr3
human182742 FAM136A utr3
human182743 FAM136A cds
human182752 TEX261 utr3
human182754 TEX261 utr3
human182767 NAGK intron
human182768 NAGK intron
human182771 NAGK utr3
human182776 MCEE utr3
human182777 MCEE utr3
human182779 MCEE utr3
human182789 MCEE intron
human182798 MCEE intron
human182802 MCEE intron
chimp181017 MPHOSPH10 cds
human182804 MPHOSPH10 cds
human182805 MPHOSPH10 cds
human182806 MPHOSPH10 cds
human182807 MPHOSPH10 cds
human182813 MPHOSPH10 cds
human182815 MPHOSPH10 cds
human182817 MPHOSPH10 cds
human182818 MPHOSPH10 cds
human182820 MPHOSPH10 utr3
human182882 ZNF638 intron
human182950 ZNF638 cds
chimp181139 ZNF638 utr3
human182979 EXOC6B utr3
human183017 EXOC6B intron
human183107 CCT7 utr3
human183109 FBXO41 utr3
human183111 FBXO41 utr3
human183119 FBXO41 intron
human183129 FBXO41 intron
human183150 ALMS1 cds
human183151 ALMS1 cds
chimp181287 ALMS1 cds
human183192 ALMS1 utr3
human183195 TPRKB utr3
human183198 TPRKB intron
human183200 TPRKB cds
human183202 TPRKB cds
human183203 TPRKB utr5
chimp181327 TPRKB utr5
human183218 DUSP11 utr3
human183225 DUSP11 cds
human183228 DUSP11 intron
human183229 DUSP11 intron
human183231 DUSP11 intron
human183235 DUSP11 cds
human183245 STAMBP intron
human183256 STAMBP cds
human183257 STAMBP cds
chimp181375 STAMBP intron
human183273 STAMBP utr3
human183286 DGUOK intron
chimp181402 DGUOK intron
human183319 DGUOK utr3
human183335 TET3 cds
human183359 TET3 intron
human183386 TET3 intron
human183427 TET3 utr3
human183450 BOLA3 utr3
human183452 BOLA3 cds
human183453 BOLA3 cds
human183456 MOB1A utr3
human183459 MOB1A utr3
human183465 MOB1A utr3
human183467 MOB1A utr3
human183470 MOB1A intron
human183474 MOB1A intron
human183475 MOB1A intron
human183487 MTHFD2 intron
chimp181572 MTHFD2 cds
human183489 MTHFD2 utr3
human183490 MTHFD2 utr3
human183491 MTHFD2 utr3
human183496 MTHFD2 end
human183509 DCTN1 utr3
human183511 DCTN1 utr3
human183513 DCTN1 utr3
human183521 DCTN1 utr3
human183522 DCTN1 intron
human183523 DCTN1 intron
human183536 WDR54 utr3
human183551 INO80B cds
human183556 INO80B utr3
human183561 MOGS utr3
human183565 MRPL53 utr3
human183574 TTC31 utr5
human183576 TTC31 cds
human183577 TTC31 intron
human183578 TTC31 cds
human183580 TTC31 utr3
human183594 AUP1 utr3
human183601 HTRA2 utr3
human183602 HTRA2 utr3
chimp181677 LOXL3 utr3
chimp181679 HTRA2 utr3
human183606 LOXL3 intron
human183611 LOXL3 intron
human183612 LOXL3 intron
human183613 LOXL3 intron
human183614 LOXL3 intron
human183615 LOXL3 intron
human183616 LOXL3 intron
human183623 DOK1 utr3
human183630 SEMA4F utr3
human183631 SEMA4F utr3
human183649 HK2 intron
human183652 HK2 intron
human183662 HK2 cds
human183666 HK2 intron
human183674 HK2 utr3
human183677 HK2 utr3
chimp181742 POLE4 intron
human183685 POLE4 utr3
chimp181772 MRPL19 intron
human183851 MRPL19 intron
chimp181774 MRPL19 cds
chimp181778 MRPL19 utr3
human183855 MRPL19 utr3
human183861 MRPL19 utr3
human183864 MRPL19 utr3
human183867 GCFC2 utr3
human183874 GCFC2 intron
human183883 GCFC2 intron
human183888 GCFC2 intron
human183889 GCFC2 end
human183892 GCFC2 utr3
human183901 GCFC2 utr3
human184057 SUCLG1 utr3
human184059 SUCLG1 cds
human184065 SUCLG1 intron
human184066 SUCLG1 intron
human184119 LOC105374837 end
human184120 TMSB10 utr3
chimp181985 KCMF1 intron
human184175 KCMF1 intron
chimp181989 KCMF1 intron
human184210 KCMF1 cds
human184211 KCMF1 utr3
human184223 TGOLN2 utr3
human184227 TGOLN2 utr3
human184232 TGOLN2 utr3
chimp182036 TGOLN2 utr3
human184239 TGOLN2 cds
human184243 RETSAT utr3
human184249 ELMOD3 intron
human184250 ELMOD3 intron
human184253 ELMOD3 intron
human184258 ELMOD3 intron
human184259 ELMOD3 intron
human184263 ELMOD3 utr5
human184269 ELMOD3 intron
human184270 ELMOD3 utr3
human184271 CAPG utr3
human184286 MAT2A cds
human184288 GGCX utr3
human184289 GGCX utr3
chimp182091 MAT2A utr3
human184294 GGCX utr3
human184298 GGCX utr3
human184299 GGCX utr3
human184300 GGCX utr3
chimp182102 GGCX utr3
human184302 GGCX utr3
human184305 GGCX utr3
human184313 VAMP8 utr3
human184315 VAMP5 utr3
human184318 RNF181 utr3
human184319 RNF181 utr3
human184326 C2orf68 utr3
human184328 C2orf68 utr3
human184329 C2orf68 utr3
human184332 C2orf68 utr3
human184349 USP39 utr3
human184350 USP39 utr3
chimp182147 USP39 end
human184357 ST3GAL5 utr3
human184358 ST3GAL5 utr3
human184359 ST3GAL5 utr3
human184361 ST3GAL5 intron
human184362 ST3GAL5 intron
human184363 ST3GAL5 intron
human184367 POLR1A utr3
human184376 POLR1A utr3
human184378 POLR1A utr3
human184388 POLR1A intron
human184389 POLR1A cds
human184400 POLR1A intron
chimp182239 PTCD3 cds
human184408 PTCD3 cds
human184409 PTCD3 cds
human184420 PTCD3 cds
human184439 PTCD3 utr3
human184440 PTCD3 utr3
human184443 PTCD3 utr3
chimp182276 PTCD3 utr3
human184451 IMMT utr3
human184462 IMMT cds
human184464 IMMT cds
human184489 MRPL35 cds
human184491 MRPL35 cds
human184492 MRPL35 utr3
human184493 MRPL35 utr3
human184494 MRPL35 utr3
human184497 MRPL35 utr3
human184501 KDM3A cds
human184548 KDM3A cds
human184549 KDM3A cds
human184554 KDM3A cds
human184564 KDM3A utr3
human184571 RNF103-CHMP3 utr3
human184572 CHMP3 utr3
human184574 CHMP3 utr3
human184600 RNF103-CHMP3 cds
chimp182409 RNF103-CHMP3 intron
chimp182412 RNF103-CHMP3 intron
human184610 RNF103-CHMP3 intron
human184616 CHMP3 utr3
human184621 RNF103 utr3
human184622 RNF103 utr3
human184625 RNF103 cds
human184632 RNF103 end
chimp182439 RMND5A intron
chimp182440 RMND5A intron
chimp182444 RMND5A intron
human184656 RMND5A intron
human184661 RMND5A intron
human184662 RMND5A intron
human184667 RMND5A utr3
human184674 RMND5A utr3
human184675 RMND5A utr3
human184676 RMND5A utr3
human184719 KRCC1 utr3
human184720 KRCC1 utr3
human184722 KRCC1 intron
human184726 KRCC1 intron
human184731 KRCC1 intron
human184736 KRCC1 intron
human184744 EIF2AK3 utr3
human184775 EIF2AK3 cds
human184856 LOC101928403 intron
human184857 LOC101928403 intron
human184858 LOC101928403 intron
human184860 LOC101928403 end
human184874 RPIA intron
human184885 RPIA utr3
human184886 RPIA utr3
human184889 ANKRD36BP2 intron
chimp182643 ANKRD36BP2 intron
human184898 ANKRD36BP2 intron
human184899 ANKRD36BP2 utr5
human184900 ANKRD36BP2 utr5
chimp182660 ANKRD36BP2 utr5
human184904 ANKRD36BP2 utr5
human184905 ANKRD36BP2 utr5
human184910 ANKRD36BP2 utr5
human185019 MAL utr3
human185026 MRPS5 utr3
human185030 MRPS5 cds
human185031 MRPS5 utr3
human185032 MRPS5 intron
human185036 MRPS5 utr3
human185045 ZNF514 utr3
human185046 ZNF514 utr3
human185048 ZNF514 utr3
human185054 ZNF514 intron
human185055 ZNF514 intron
human185056 ZNF514 intron
human185057 ZNF514 utr5
human185084 FAHD2A utr3
human185085 FAHD2A utr3
human185112 LINC00342 intron
human185113 LINC00342 intron
human185115 LINC00342 intron
human185116 LINC00342 intron
human185121 LINC00342 intron
human185127 LINC00342 intron
human185133 LINC00342 utr3
chimp182674 ANKRD36C cds
human185159 ANKRD36C cds
human185160 ANKRD36C intron
human185181 ANKRD36C cds
human185191 ANKRD36C intron
chimp184143 ANKRD36C intron
human185220 ANKRD36C cds
human185221 ANKRD36C cds
human185226 LOC107984110 utr5
chimp184164 LOC107984110 intron
human185230 LOC107984110 end
chimp184167 LOC107984110 end
human185232 LOC107984110 end
human185242 DUSP2 utr3
human185244 DUSP2 cds
human185250 STARD7 utr3
human185251 STARD7 utr3
human185252 STARD7 utr3
human185255 STARD7 intron
human185257 STARD7 cds
chimp184198 STARD7 intron
human185267 STARD7 cds
human185276 STARD7-AS1 utr5
human185278 STARD7-AS1 end
human185283 STARD7-AS1 end
human185284 TMEM127 utr3
human185285 TMEM127 utr3
human185286 TMEM127 utr3
human185287 TMEM127 utr3
human185289 TMEM127 utr3
human185295 CIAO1 intron
chimp184225 CIAO1 intron
human185302 CIAO1 utr3
human185303 CIAO1 utr3
human185306 CIAO1 utr3
human185307 CIAO1 utr3
human185309 CIAO1 utr3
human185311 SNRNP200 utr3
human185319 SNRNP200 cds
human185324 SNRNP200 cds
human185325 SNRNP200 cds
human185326 SNRNP200 cds
human185346 ITPRIPL1 utr3
human185348 ITPRIPL1 utr3
chimp184275 ITPRIPL1 utr3
human185351 ITPRIPL1 utr3
human185352 ITPRIPL1 utr3
human185370 NCAPH intron
chimp184297 NCAPH cds
chimp184298 NCAPH intron
human185376 NCAPH cds
chimp184302 NCAPH cds
human185377 NCAPH intron
human185378 NCAPH utr3
human185379 NCAPH intron
human185380 NCAPH intron
human185381 NCAPH utr3
human185402 ARID5A intron
human185406 ARID5A utr3
human185411 KANSL3 utr3
human185431 LMAN2L utr3
human185432 LMAN2L utr3
human185433 LMAN2L intron
human185437 LMAN2L intron
human185438 LMAN2L intron
human185442 LMAN2L intron
human185447 LMAN2L intron
human185448 LMAN2L intron
human185454 CNNM4 utr3
human185463 CNNM3 intron
human185468 CNNM3 utr3
human185470 CNNM3 utr3
chimp184403 ANKRD23 end
human185471 ANKRD23 end
human185472 CNNM3 utr3
human185474 CNNM3 utr3
human185480 ANKRD23 utr3
human185482 ANKRD23 cds
human185483 ANKRD23 cds
human185484 ANKRD39 end
human185485 ANKRD39 utr3
human185486 ANKRD39 cds
human185487 SEMA4C utr3
human185498 ANKRD36 utr3
human185503 ANKRD36 intron
human185504 ANKRD36 intron
human185506 ANKRD36 intron
human185507 ANKRD36 intron
chimp184427 ANKRD36 intron
human185519 ANKRD36 intron
human185520 ANKRD36 intron
human185521 ANKRD36 intron
human185522 ANKRD36 cds
human185524 ANKRD36 cds
human185536 ANKRD36 cds
human185565 ANKRD36B intron
human185566 ANKRD36B intron
human185570 ANKRD36B intron
human185572 ANKRD36B utr3
human185574 ANKRD36B utr3
human185577 ANKRD36B utr3
human185580 ANKRD36B utr3
chimp184470 ANKRD36B utr3
human185593 ANKRD36B utr3
human185595 COX5B utr3
chimp184477 COX5B utr3
human185603 ACTR1B utr3
human185610 C2orf92 intron
human185612 C2orf92 intron
chimp184498 C2orf92 utr3
human185617 C2orf92 utr3
human185626 TMEM131 utr3
human185639 TMEM131 utr3
human185653 TMEM131 utr3
human185664 TMEM131 intron
human185665 TMEM131 intron
chimp184703 INPP4A intron
human185889 INPP4A utr3
human185894 INPP4A utr3
human185896 INPP4A utr3
human185903 COA5 utr3
human185907 COA5 utr3
human185908 COA5 cds
human185913 COA5 intron
human185914 COA5 intron
human185921 UNC50 intron
human185923 UNC50 intron
chimp184828 UNC50 intron
human185924 UNC50 intron
human185929 UNC50 utr3
human185930 MGAT4A utr3
human185932 MGAT4A utr3
human185933 MGAT4A utr3
chimp184842 MGAT4A utr3
human185938 MGAT4A intron
human185941 MGAT4A intron
human185944 MGAT4A intron
chimp184865 TSGA10 intron
human185957 TSGA10 intron
chimp184876 TSGA10 intron
human185969 TSGA10 intron
human185971 TSGA10 intron
human185975 TSGA10 utr3
human185980 TSGA10 intron
human185991 MITD1 utr3
human185993 MITD1 utr3
human185998 MITD1 utr3
human185999 MITD1 intron
human186007 MITD1 utr3
human186012 MRPL30 cds
human186016 MRPL30 cds
human186023 MRPL30 utr3
human186024 MRPL30 utr3
human186025 MRPL30 utr3
chimp184958 TXNDC9 end
human186062 TXNDC9 end
human186063 TXNDC9 end
human186065 TXNDC9 end
human186066 TXNDC9 utr3
human186067 TXNDC9 utr3
human186069 TXNDC9 utr3
human186075 TXNDC9 intron
human186091 EIF5B cds
chimp184998 EIF5B cds
human186093 EIF5B cds
human186096 EIF5B cds
human186099 EIF5B cds
human186101 EIF5B cds
human186120 EIF5B utr3
human186121 REV1 utr3
human186124 REV1 utr3
human186130 REV1 utr3
human186154 REV1 intron
human186160 REV1 utr3
chimp185064 REV1 utr3
chimp185480 AFF3 cds
human186268 CHST10 utr3
human186274 CHST10 intron
chimp185412 PDCL3 cds
human186276 PDCL3 cds
human186277 PDCL3 cds
human186279 PDCL3 utr3
chimp185409 PDCL3 utr3
human186287 RPL31 utr3
chimp185397 RPL31 utr3
chimp185396 RPL31 end
human186336 CNOT11 utr3
human186337 RNF149 utr3
human186341 RNF149 utr3
human186345 RNF149 utr3
chimp185337 RNF149 utr3
human186374 MAP4K4 cds
human186375 MAP4K4 intron
human186381 MAP4K4 cds
human186384 MAP4K4 cds
human186385 MAP4K4 cds
human186388 MAP4K4 cds
human186389 MAP4K4 utr3
chimp185231 MAP4K4 utr3
human186390 MAP4K4 utr3
human186394 IL1R2 cds
chimp185202 IL1R2 cds
human186397 IL1R2 utr3
human186398 IL1R2 utr3
human186399 IL1R1 intron
human186413 IL1R1 cds
human186414 IL1R1 cds
human186415 IL1R1 cds
human186416 IL1R1 utr3
human186437 IL18R1 cds
human186438 IL18R1 intron
human186442 IL18R1 intron
human186444 IL18R1 end
human186446 IL18R1 end
human186447 IL18R1 end
human186450 IL18R1 utr3
human186453 IL18R1 utr3
human186454 IL18R1 utr3
human186465 MFSD9 utr3
human186466 MFSD9 utr3
human186467 MFSD9 utr3
human186468 MFSD9 utr3
human186469 MFSD9 utr3
human186470 MFSD9 intron
human186471 MFSD9 intron
human186472 MFSD9 intron
chimp185691 MFSD9 intron
human186475 MFSD9 intron
human186478 TMEM182 intron
chimp185701 TMEM182 intron
human186486 TMEM182 utr3
human186489 TMEM182 utr3
human186490 TMEM182 utr3
human186493 TMEM182 end
human186494 TMEM182 end
human186498 TMEM182 intron
chimp185717 TMEM182 intron
human186499 TMEM182 intron
human186500 TMEM182 intron
human186519 MRPS9 intron
human186520 MRPS9 intron
human186523 MRPS9 intron
human186525 MRPS9 intron
human186540 MRPS9 cds
chimp185753 MRPS9 cds
human186541 MRPS9 utr3
human186542 MRPS9 utr3
human186545 TGFBRAP1 utr3
human186547 TGFBRAP1 utr3
human186548 TGFBRAP1 utr3
human186549 TGFBRAP1 utr3
human186575 LOC100506473 utr3
human186578 LOC100506473 utr3
chimp185796 LOC100506473 utr3
human186580 LOC100506473 utr3
human186584 C2orf49 cds
human186586 C2orf49 cds
human186590 C2orf49 utr3
